User,Type_Offline,Confidence_Offline,Events
Jaharmi,Unknown,,4
Jai-JAP,Unknown,,1
JamesBonddu,Unknown,,4
JameyH,Unknown,,1
JanSkalny,Unknown,,1
JasonNero,Unknown,,2
Jeff1933,Unknown,,1
JesterHey,Unknown,,1
JinWayneYang,Unknown,,1
JinkeMa,Unknown,,2
JioCreators,Unknown,,4
Jishnudev-23,Unknown,,1
JoJoTsui,Human,0.575,15
JoeDo,Unknown,,1
JohnClema,Human,0.795,5
JonathanAsamoah,Unknown,,2
JonathanEMillar,Unknown,,1
JoshFourie,Human,0.747,6
Julek-Git,Unknown,,2
Junphy-Jan,Unknown,,1
K30SU,Unknown,,2
KDDYZL,Unknown,,3
KEKweb,Unknown,,1
KInGATiLLa,Unknown,,3
Kabilan108,Unknown,,1
Kaezon,Unknown,,1
Kai7Uchiha,Unknown,,1
KanimozhiThandapani,Unknown,,2
KazukiKoto,Unknown,,2
KeKsBoTer,Unknown,,1
KeepAndWin,Unknown,,1
Kevin-Xi,Unknown,,2
Kevin-dw,Unknown,,2
Kirieshkaxs,Unknown,,1
Klassikcat,Unknown,,1
KorRyu3,Unknown,,1
Kreavn,Unknown,,1
KrzysztofZawisla,Unknown,,3
LAV42,Unknown,,1
LGLG42,Unknown,,1
LIMr1209,Unknown,,2
LTeder,Unknown,,1
LXC19980829,Unknown,,3
Larrikin47,Unknown,,2
Larsluph,Unknown,,1
LebowskiSama,Unknown,,1
Lee-JaeWon,Unknown,,1
Leopc1977,Unknown,,1
LiShengchu,Unknown,,1
LiamRiddell,Unknown,,1
Lincyaw,Unknown,,2
Linfye,Human,0.744,22
LinjunBao,Unknown,,1
Lizandro97,Unknown,,2
Locksjan,Unknown,,1
Loose-Gu,Unknown,,1
Lssyes,Unknown,,2
LucaGiudice,Unknown,,2
LucasMaul,Unknown,,1
LuthraShivam,Unknown,,4
Luxthelee,Unknown,,2
MClarke1991,Unknown,,1
MH0386,Unknown,,4
MOzhi327,Unknown,,1
MRegeard,Human,0.958,300
Mackintosh80,Unknown,,1
Mahmoudhpp,Unknown,,1
Maki4748,Unknown,,1
ManavA,Unknown,,1
Marcus-M1999,Unknown,,2
Mariam-Siradze,Unknown,,1
MarianMichalovic,Unknown,,2
Marin-Kitagawa,Unknown,,2
Master-cai,Unknown,,1
Mattabase,Human,0.758,9
MatteoRaso,Human,0.931,300
Mattrazol,Unknown,,1
MaxHTu,Unknown,,1
MaxMelching,Unknown,,1
MaximilianRuppert,Unknown,,1
Medsidine,Unknown,,1
MeteorShower2004,Unknown,,1
MglMX,Unknown,,1
MiguelR90,Unknown,,4
MinsungYoon,Unknown,,1
Mirbah,Unknown,,1
Mmagkooo,Human,0.813,10
MohMehrnia,Unknown,,2
Moon0015,Unknown,,1
MorcilloSanz,Unknown,,1
Mordoal,Unknown,,2
MorganTitcher,Unknown,,2
Mr-Array22,Unknown,,1
MrBoriska,Unknown,,1
MrHeer,Unknown,,1
MrOnlineCoder,Unknown,,1
MrPops,Human,0.758,9
MrinmoiHossain,Unknown,,1
Mubin17,Human,0.926,82
MuhammadSawalhy,Unknown,,1
Murari007,Unknown,,1
Musch21,Unknown,,2
Mustafa744,Unknown,,1
MysticQuestion,Unknown,,1
NWS99,Human,0.028,8
Natniif,Unknown,,1
Natural-selection1,Unknown,,1
NazimHAli,Unknown,,1
Neutrin1,Unknown,,1
NewfolderGames,Unknown,,1
Ni1Desperandum,Unknown,,1
NiNiyas,Unknown,,2
NickShargan,Unknown,,3
Nicolaus93,Unknown,,1
Nikolaycc,Unknown,,1
NotHykemDuh,Bot,0.265,6
Omni-Engineering,Human,0.705,13
Onula,Unknown,,1
PAXTONHALLYOSHIDA12,Unknown,,1
PX-Xu,Unknown,,1
PapayaMilk,Unknown,,1
ParaN3xus,Unknown,,1
Parzival1918,Unknown,,1
PavanMutyla,Unknown,,2
Phate334,Human,0.795,5
PicoRagnak,Unknown,,2
Pin410,Unknown,,1
PingchengDong,Unknown,,1
PiotrWolinski,Unknown,,2
PiyushXCoder,Unknown,,1
Pooleyo,Unknown,,1
PooriaT,Unknown,,1
Prabhpuran,Human,0.54,5
PrePLEX23,Unknown,,1
Precola,Unknown,,1
Prtm2110,Human,0.944,195
PursuitOfDataScience,Unknown,,1
QQSSJ,Unknown,,3
QiLetian,Unknown,,2
QuentinWach,Unknown,,4
RAJ-webdev,Unknown,,1
RCSnyder,Unknown,,4
Rachit23110261,Human,0.8,13
Resmung0,Unknown,,3
RhizoNymph,Unknown,,3
RichardKiisa,Unknown,,1
Ricky004,Unknown,,1
Riyasraz,Unknown,,1
Robbin1998s,Human,0.614,6
Robert-W-Ward,Unknown,,2
Robotics-jw,Unknown,,2
RooTender,Unknown,,1
RussPalms,Unknown,,2
SCTCoding,Unknown,,1
SSARVANAN,Unknown,,1
Same6,Unknown,,1
Sammwich,Unknown,,1
SamuelDevdas,Unknown,,3
Santhoshkumar-p,Unknown,,1
Saransh-cpp,Human,0.962,300
SatyrDiamond,Unknown,,1
Sauravroy34,Human,0.887,145
ScepticalRabbit,Unknown,,3
ShapeLayer,Unknown,,3
Shawnlau63,Unknown,,1
ShellyXY,Unknown,,1
Sher-ryKarl,Unknown,,1
Shi-Soul,Unknown,,1
Shura1oplot,Unknown,,2
Sibivishnu-S,Unknown,,1
Simon-Bertrand,Unknown,,2
SinuxLee,Unknown,,3
Smartpro230,Unknown,,1
SnowballXueQiu,Unknown,,1
SolarDrew,Human,0.926,73
SongZihan,Unknown,,1
Sophus-PHLin,Unknown,,3
Sotdo,Human,0.747,6
SpectralVectors,Unknown,,1
SpencerPresley,Unknown,,1
SquarerFive,Unknown,,2
Steake,Unknown,,2
Story5,Unknown,,2
Stubblef,Unknown,,2
SunG206,Unknown,,2
Sunburst6,Unknown,,2
Sundaylawrence,Unknown,,1
Sunjnn,Unknown,,1
Super1Windcloud,Human,0.374,15
SuperMaxine,Unknown,,2
Superoldman96,Unknown,,4
Suro4ek,Unknown,,2
SyouTono242,Unknown,,2
TCS-mturpin,Unknown,,1
TJ2005,Unknown,,1
TanvirOnGH,Human,0.551,6
Tefx,Unknown,,1
Tends-to-repeat,Unknown,,3
Tevin-yue,Unknown,,2
TheDivergent,Unknown,,2
TheGrognardling,Unknown,,4
TheMartianObserver,Unknown,,1
TheSirC,Unknown,,1
TheTarren,Bot,0.055,11
TheWeirdDev,Human,0.82,5
TianzhongSong,Unknown,,1
Tim5Tang,Unknown,,1
Timotheus1907,Unknown,,3
Tmurder90,Unknown,,1
Tommylee1013,Unknown,,1
Trunken,Unknown,,1
Turrix1,Unknown,,1
UncleBig,Unknown,,1
UnknownXXX000,Unknown,,2
User235514,Unknown,,1
UyCode,Unknown,,3
VZIKL,Unknown,,3
Vadimbuildercxx,Unknown,,1
VajiraL,Unknown,,3
ValidSolution,Unknown,,1
Valiev-Koyiljon,Unknown,,1
VeryVeryCold,Unknown,,1
Vespart,Unknown,,1
Victor45-hue,Unknown,,1
Viicos,Unknown,,2
Viktor879,Unknown,,1
Vincentqyw,Human,0.655,5
Vinproworld,Unknown,,1
Volkopat,Unknown,,2
WANGXINYUuu,Unknown,,1
WMmono,Unknown,,3
WYfusion,Unknown,,1
WagyuDEV,Human,0.795,5
WanGong,Unknown,,1
WangHewei16,Unknown,,1
Wangxuechi,Human,0.932,7
WardDeb,Human,0.437,5
WaterMinding,Unknown,,4
WeiXie-NNU,Human,0.734,6
WeiZhenOoooo,Unknown,,1
WestedCrean,Human,0.832,7
WestfalNamur,Unknown,,2
Whitelisted1,Unknown,,1
Whztever,Unknown,,1
Wilnox23,Unknown,,1
Wolfhan99,Unknown,,1
WongChen,Unknown,,1
Xdminsy,Human,0.795,5
XiaoYuOvO,Unknown,,1
XiaoZ259,Unknown,,1
Xithrius,Unknown,,2
YUUUCC,Unknown,,4
YY-GAO,Unknown,,1
Yangeok,Unknown,,1
Yanzi-dev,Unknown,,2
YeonwooSung,Unknown,,1
YiLiu6240,Unknown,,1
YuZhong-Chen,Unknown,,1
YuvrajSinghGitbub,Unknown,,1
Z-1220,Unknown,,1
ZH-heng,Unknown,,1
ZHANGJUN-OK,Unknown,,3
ZXH109030,Unknown,,1
Zahirgeek,Unknown,,1
ZayaanVertex73,Unknown,,2
ZeroXClem,Unknown,,2
ZeyuSun,Unknown,,1
ZhReimu,Unknown,,4
ZhenshengLee,Unknown,,2
ZhuochengZhang98,Unknown,,2
Zihang-Xu-2002,Unknown,,2
ZiyuZ,Unknown,,1
Zoro528,Unknown,,2
Zranshi,Unknown,,2
Zyvoxi,Unknown,,1
aDNAn-itis,Unknown,,1
aGVsbG93b3JsZA,Unknown,,1
aaahza,Unknown,,3
aabalke33,Unknown,,1
aadityaverma,Unknown,,1
abdullahau,Human,0.801,10
abecadel,Unknown,,1
ablazejuk,Unknown,,1
abrahimzaman360,Unknown,,1
aburba,Unknown,,1
acad600,Unknown,,1
actionless,Human,0.313,7
adamsocrat,Unknown,,2
adimanea,Unknown,,2
adir1,Unknown,,1
aditya-mathpal,Unknown,,1
adkkml,Unknown,,1
adrian922,Unknown,,1
adrianriveraz,Unknown,,3
advait-zx,Human,0.904,87
aespinoza,Unknown,,3
agnikit,Unknown,,2
ahasgw,Unknown,,2
ahmedMhassan10,Unknown,,4
ahmedhosssam,Human,0.927,67
ahmeterdem1,Unknown,,2
ahmvdev,Human,0.648,16
ahoarau,Human,0.747,6
aisk,Unknown,,2
ajhenri,Unknown,,2
ajs1998,Unknown,,1
aka863,Human,0.795,5
akochepasov,Bot,0.021,8
akyu-cp,Unknown,,1
alaingilbert,Unknown,,1
alasdairwilson,Human,0.898,300
alcompa,Unknown,,4
alex-orkuma,Unknown,,1
alex-utk,Unknown,,1
alexanderwu,Unknown,,2
alexindo33,Unknown,,1
alexisCode50,Unknown,,3
alibustami,Unknown,,1
aliceimb,Unknown,,1
alig146,Unknown,,1
alitakin,Unknown,,2
almaeder,Unknown,,3
aloumakos,Unknown,,2
alvarorichard,Unknown,,2
alvrogd,Unknown,,3
amanguliani,Unknown,,1
amil-m,Unknown,,1
amitpatra,Unknown,,2
anarchy89,Human,0.9,7
anderscui,Human,0.773,8
andfoy,Human,0.877,300
andressrg,Unknown,,1
andyluss,Human,0.783,10
andyroberts2,Unknown,,3
angerrp,Unknown,,1
anilzeybek,Unknown,,1
ansatzX,Human,0.708,9
antimatter96,Unknown,,1
aposto,Human,0.795,5
aqiuxx,Unknown,,1
aquila626,Unknown,,1
arashandishgar,Human,0.044,7
aretaon,Unknown,,1
argoneus,Unknown,,1
arnwas,Unknown,,1
arogozhnikov,Human,0.949,37
art-ignatev,Unknown,,3
arubin,Human,0.747,8
asahiwu,Unknown,,2
ashengstd,Unknown,,1
asi1024,Human,0.523,300
astin75,Unknown,,1
astrogqzhang,Human,0.309,5
ataey,Unknown,,3
atajwala,Unknown,,2
atakaragoz,Unknown,,4
atasoglu,Unknown,,1
ate362,Unknown,,1
atveit,Unknown,,1
audiofacto,Unknown,,1
austinvuong,Unknown,,1
awlange,Unknown,,2
awops,Unknown,,1
awslaaaa,Unknown,,1
ayshih,Human,0.85,300
barrettotte,Unknown,,2
baseadinho,Unknown,,1
batch-norm,Unknown,,1
bdWuWuWu,Unknown,,1
bdreno,Unknown,,2
benjaminbrown038,Unknown,,2
benlongo,Human,0.73,9
benoguz,Unknown,,1
bernd-k1337,Unknown,,1
bfbf510a,Unknown,,2
big-main,Unknown,,1
bigpper,Unknown,,1
binarysta,Unknown,,1
bioatmosphere,Unknown,,3
bit-lang,Unknown,,1
bladewang,Unknown,,2
blthayer,Human,0.683,22
bnavigator,Human,0.938,300
bnightning,Unknown,,1
bolatron,Unknown,,1
bookyue,Unknown,,1
boomskats,Unknown,,1
borchehq,Unknown,,1
boristsr,Unknown,,1
boshang,Unknown,,1
bradjc613,Unknown,,1
bransorem,Unknown,,1
breakneo,Human,0.747,6
brendendurham,Unknown,,2
brendisurfs,Unknown,,2
brian-w-smith,Unknown,,1
brotherdust,Unknown,,1
bryanwjp,Unknown,,1
bryanxtong,Unknown,,4
bryceandress,Unknown,,1
bsenftner,Unknown,,4
bulatovv,Unknown,,2
burstknight,Unknown,,4
bwlambert,Human,0.758,9
byakk0-cyberpsycho,Unknown,,1
byron158,Unknown,,1
c0state,Unknown,,2
c2ray,Unknown,,2
cabra-lat,Unknown,,1
caixzn,Unknown,,2
caleb-johnson,Unknown,,1
cama36,Unknown,,1
canozkan42,Unknown,,1
caojeremy,Unknown,,3
caojiachen1,Unknown,,2
caopdev,Unknown,,1
caregon,Unknown,,1
carlos-antunis-physics,Human,0.536,9
carloshm,Unknown,,3
cassc,Unknown,,1
cbrafter,Unknown,,2
cdadar,Unknown,,2
ceiba4687,Unknown,,1
cemo91,Unknown,,1
cepe,Unknown,,1
cgatno,Unknown,,3
ch0c01dxyz,Unknown,,2
ch4d20,Unknown,,1
chahakshahcs5,Unknown,,3
chainer-ci,Bot,0.812,300
chandan0000,Human,0.86,7
cheesemid,Unknown,,1
chengkun,Unknown,,1
chenlongxiabc,Unknown,,4
chenray844,Unknown,,1
chinmayrane,Unknown,,3
choltha,Unknown,,1
choma1,Unknown,,2
chombium,Unknown,,1
chooseanother,Unknown,,1
chrispahm,Unknown,,4
christianboyle,Unknown,,1
christianlee-brt,Unknown,,1
christosnon,Human,0.747,7
cile98,Unknown,,1
cipeizheng,Unknown,,2
ckf42,Unknown,,2
clysto,Unknown,,1
cmeloi,Unknown,,1
cmey,Human,0.925,6
cnwangbo,Unknown,,1
cod3rboy,Unknown,,1
codeDan,Unknown,,1
cody-jarrett,Unknown,,1
controversial,Unknown,,2
cosinepi,Unknown,,2
cosmicBboy,Human,0.9,193
cosmix,Unknown,,3
cpd0101,Unknown,,1
cpeter153,Unknown,,3
craigwarner-ufastro,Human,0.411,5
creedofcool,Unknown,,1
cristianBMJ,Human,0.795,5
cshum,Unknown,,1
cuda-python,Unknown,,1
cuiyuheng,Human,0.665,6
cumtfxx,Unknown,,1
cute-angelia,Unknown,,1
cvickerysym,Unknown,,1
cwegener,Human,0.909,6
cyizhuo,Unknown,,1
cypherbit,Unknown,,1
d1maz,Unknown,,1
dadlobster,Unknown,,2
dadwadw233,Unknown,,1
dagardner-nv,Human,0.924,11
daksim,Unknown,,1
dandansamax,Unknown,,2
danhey,Human,0.449,14
daniel-pg,Unknown,,1
danielathome19,Human,0.747,7
danieldaeschle,Unknown,,1
danielfrg,Human,0.84,27
daniellobrunello,Unknown,,1
daniellopez0509640,Unknown,,1
danielquicenouniandes,Unknown,,3
danindiana,Unknown,,2
danlkv,Unknown,,4
danmaster01,Bot,0.698,35
danstol,Unknown,,1
dantezhu,Unknown,,4
darkkoo,Unknown,,2
darkzbaron,Unknown,,3
darrylyeo,Unknown,,1
darthoctopus,Human,0.876,20
darvid,Human,0.666,19
davlgd,Unknown,,1
dbarrous,Unknown,,3
dbolser,Human,0.587,17
dbv,Unknown,,1
ddffwyb,Unknown,,3
deftlion,Human,0.772,6
delicateyjy,Unknown,,1
derekburgess,Unknown,,1
derekhsu,Unknown,,1
despicableGruu,Unknown,,1
detaide,Unknown,,1
dfontenot,Unknown,,1
dg981001,Unknown,,1
dharwadker,Unknown,,1
dianpeng,Human,0.795,5
digisomni,Unknown,,1
diit,Unknown,,1
dillonzq,Unknown,,3
dimabendera,Unknown,,2
dinesh-chander,Unknown,,1
diode23,Unknown,,1
djgarcias,Unknown,,1
dobereiner,Unknown,,2
dominictosku,Unknown,,1
donghquinn,Unknown,,2
dongrixinyu,Unknown,,4
dongxiaolong,Unknown,,1
dotpot,Unknown,,1
dotrann1412,Unknown,,1
dpshelio,Human,0.838,33
dragon28,Unknown,,3
dsreeramya,Unknown,,1
dstansby,Human,0.962,300
duckworthd,Unknown,,1
dukenmarga,Unknown,,1
duksosleepy,Human,0.762,15
duncaneddy,Unknown,,2
dundermain,Unknown,,2
duongvgm,Human,0.817,5
dusens,Unknown,,1
dushnilaa,Unknown,,1
duyuxuan,Human,0.828,6
dvhh,Unknown,,1
dylanmazo1233,Unknown,,1
dywu98,Unknown,,1
dzyla,Unknown,,1
e-moral-sanchez,Unknown,,2
ebgoldstein,Unknown,,1
edlau,Unknown,,1
edoak,Unknown,,2
edoardoCame,Unknown,,1
edoyango,Human,0.932,6
edsonke,Unknown,,2
edwinksl,Human,0.795,5
ehnap,Unknown,,1
elfnor,Unknown,,4
eliudiaz,Unknown,,1
elskow,Unknown,,1
elvd,Unknown,,1
elwhyjay,Unknown,,1
em3rik,Unknown,,1
emcastillo,Human,0.944,300
emilwareus,Unknown,,3
eminalparslan,Unknown,,3
endast,Human,0.73,9
eng-hemo,Unknown,,1
engyasin,Human,0.826,23
erichocean,Human,0.587,6
erickgskovik,Unknown,,1
esdcheliodevops,Human,0.698,5
esneko,Human,0.747,7
essicolo,Human,0.747,6
ev-br,Human,0.959,300
evansd,Unknown,,1
ewgenijgawrik,Unknown,,1
exitflynn,Human,0.917,235
expatengineer,Human,0.817,5
extesy,Human,0.795,5
fabiodr,Human,0.747,7
fahmyadan,Unknown,,1
fangtongen,Unknown,,4
faranten,Unknown,,1
farcaini,Unknown,,1
fbender,Unknown,,2
fbottarelli,Unknown,,1
fcabissi,Unknown,,1
fedemengo,Unknown,,4
fenglyu,Unknown,,4
fhk,Human,0.659,12
flianza,Unknown,,4
floehopper,Unknown,,1
flyingGH,Unknown,,1
flyinsky2009,Unknown,,2
fminuti,Human,0.747,6
fogleman,Unknown,,1
foowaa,Unknown,,1
foraeu,Unknown,,1
forkni,Unknown,,2
fortheD,Unknown,,3
fox-hassam,Unknown,,4
frankt86,Human,0.747,7
friedc,Human,0.062,10
fscheidt,Unknown,,4
fykyx521,Unknown,,1
fzyzcjy,Human,0.84,12
garakmon,Unknown,,1
gauthierbo,Unknown,,1
gbuntu127,Unknown,,1
geeknik,Unknown,,1
ghishadow,Unknown,,4
github-actions[bot],Bot,1.0,300
gitteeee,Unknown,,1
gjonit1,Unknown,,1
gklinich,Unknown,,1
gleamingko,Unknown,,1
glebm,Unknown,,2
glitchyordis,Unknown,,2
gmax9,Unknown,,4
gmongell,Unknown,,2
goshacmd,Unknown,,1
gramos93,Unknown,,1
greekde1024,Unknown,,1
gregjohnso,Human,0.696,9
guizaibing,Unknown,,1
guolei1204,Unknown,,2
guowei-su,Unknown,,1
haataa,Unknown,,1
halfzm,Unknown,,1
hamannju,Human,0.64,19
hameerabbasi,Human,0.953,300
hanbk,Unknown,,1
hanxiaotian,Unknown,,1
hardstone1998,Unknown,,1
hareeen,Unknown,,2
harish2704,Unknown,,2
haunt98,Human,0.911,6
hayesla,Human,0.908,300
hchen19,Human,0.931,20
hczhu,Unknown,,1
hedrox,Unknown,,1
heikir,Unknown,,1
helios2k6,Human,0.747,6
heliy,Unknown,,3
hemangjoshi37a,Human,0.817,7
henrytriplette,Unknown,,1
herry-liu-gang,Unknown,,1
heyuhere,Unknown,,1
heyuimd,Unknown,,2
hidemire,Human,0.639,5
himyjan,Human,0.914,5
hito0512,Unknown,,1
hj3938,Human,0.883,5
hmathwig,Unknown,,1
hojjatcrypto3,Unknown,,2
hojjatcrypto4,Unknown,,2
hotsticker,Unknown,,2
hrvg,Unknown,,1
htharoldht,Unknown,,2
huaanrui,Unknown,,1
huazhuangnan,Unknown,,3
hugefiver,Human,0.485,26
humberaquino,Unknown,,2
hummuscience,Unknown,,1
hushulin,Unknown,,2
hxse,Unknown,,1
hydai,Unknown,,1
hydrogeohc,Human,0.903,5
hyperupcall,Human,0.536,30
iamaziz,Unknown,,4
ianamanor,Unknown,,1
ianna,Human,0.813,7
ibrahim-abdelghany,Unknown,,1
idevsoft,Unknown,,4
iliadmitriev,Human,0.758,10
iliazintchenko,Unknown,,1
imeursault,Unknown,,1
imsakg,Unknown,,1
indrayam,Unknown,,3
infinitron,Unknown,,1
inqw-qtxr,Unknown,,3
iolo,Unknown,,1
ipruning,Unknown,,2
ishan121028,Human,0.573,8
iskandergaba,Unknown,,1
itstarsoft,Unknown,,2
itswcg,Unknown,,2
ivanhigueram,Human,0.296,7
iwanjunaid,Unknown,,1
izaid,Human,0.62,300
izquiratops,Unknown,,1
j-adel,Unknown,,2
j17d,Human,0.455,15
jabirali,Human,0.695,18
jackjianguo,Unknown,,2
jadobd,Unknown,,2
jaffliang,Unknown,,1
jake-hummin,Unknown,,1
jakirkham,Human,0.753,300
jamcheri,Unknown,,1
jamesdeluk,Unknown,,1
jamesrobertlange,Unknown,,1
jarmitage,Human,0.795,5
jaro-rokan,Human,0.773,7
jarvis2324,Unknown,,1
jasiek,Unknown,,1
jasine,Human,0.795,5
jay-johnson,Unknown,,2
jayhowey,Human,0.717,6
jayteealao,Unknown,,1
jck-blck,Human,0.837,9
jeremy-feng,Human,0.667,18
jesusjsc,Unknown,,1
jgehrcke,Unknown,,2
jgieseler,Human,0.901,231
jhancock1975,Unknown,,2
jiachangliu,Unknown,,1
jialinlvcn,Unknown,,2
jiangliheng,Human,0.747,7
jinzaicn,Unknown,,1
jjclark1982,Unknown,,4
jjrohal,Unknown,,1
jlapaix,Unknown,,2
jmaczan,Human,0.747,6
jmkim0,Unknown,,3
jmowen,Unknown,,3
joaopalmeiro,Human,0.902,40
johnhenning,Unknown,,1
johnnychtlac,Unknown,,4
jonbaer,Human,0.548,10
jonn-smith,Unknown,,2
jorgerance,Unknown,,1
josenxx,Unknown,,2
joshuabonnel4,Unknown,,1
joyoforigami,Unknown,,1
jpengFDU,Unknown,,1
jrbourbeau,Human,0.937,300
jseop-lim,Unknown,,2
jshahbazi,Unknown,,2
jshn9515,Human,0.635,26
jsnguyen,Unknown,,1
julencw,Unknown,,1
jurschreuder,Unknown,,1
