User,Type_Offline,Confidence_Offline,Events
Ciroma90,Unknown,,1
Claymore-M18A1,Unknown,,1
CloudyDory,Unknown,,1
Clovermax,Unknown,,1
Coagudream,Unknown,,1
Cobbyzhang,Unknown,,1
Code002Lover,Unknown,,1
ComicAddict,Unknown,,1
Conchobhar42,Unknown,,1
Confusio,Unknown,,1
ConradKilroy,Unknown,,1
Cppowboy,Unknown,,2
Cr512,Human,0.651,5
CrashBandicooch,Unknown,,2
Crazek-CZA,Unknown,,1
Cutie-pie0561,Unknown,,2
CyberneticDruid,Bot,0.554,5
D0pal,Unknown,,2
DAM-RAM,Unknown,,1
DINDO-123,Unknown,,2
DMRoberts,Unknown,,1
DStauffman,Unknown,,4
DanielShemesh,Unknown,,2
DanielVandH,Human,0.915,263
Darveloper1,Unknown,,1
DavFeng1,Unknown,,1
David-Tcha,Unknown,,1
DavidCaliri,Unknown,,1
DavidSagan,Human,0.659,18
Deduction42,Human,0.508,7
DeluxeOwl,Human,0.795,5
DenKorn,Unknown,,1
Dengjianping,Unknown,,1
DeniedPyro,Unknown,,1
DenisBobrovskiy,Unknown,,1
Detailscool,Unknown,,2
Detet,Unknown,,1
Dg0230,Unknown,,1
Dhyan327,Unknown,,1
DiBop,Unknown,,1
DieProgrammIDE,Unknown,,1
DiegoLopezInc,Unknown,,1
DilumAluthge,Human,0.789,300
DilumAluthgeBot,Bot,0.872,300
Dionysus7777777,Unknown,,2
Divelix,Unknown,,1
Diyamo,Unknown,,1
Dodecahedrane,Unknown,,2
DodgertheGray,Human,0.773,6
Dominic2k,Unknown,,1
Dominik1123,Human,0.925,8
Donny-GUI,Unknown,,3
Donovan700,Unknown,,1
DrAlexLiu,Unknown,,3
DrEntropy,Human,0.841,8
DruidUpa,Unknown,,1
Drvi,Human,0.745,42
DylanPrinsloo,Unknown,,2
EarlMilktea,Human,0.9,109
EconoBen,Unknown,,1
Egoist-debug,Unknown,,2
Ekkanit,Human,0.71,6
Elbokharikarim,Unknown,,2
EleonF,Unknown,,1
ElieAntoine,Unknown,,2
ElmiraGhorbani,Unknown,,2
EngineerTaha,Unknown,,1
ErNehaSharma,Unknown,,1
EruditePanda,Unknown,,2
Ethan2018,Unknown,,1
Etini55,Unknown,,1
Eylul209,Unknown,,1
FYYHU,Unknown,,1
FairyOwO,Unknown,,1
Fallin-jie,Unknown,,1
FatemehTarashi,Unknown,,3
Fausi89,Unknown,,1
Fazyl03,Unknown,,2
Felipe-gsilva,Unknown,,1
FemiSphere,Unknown,,1
FermiQ,Human,0.662,25
Fire-,Unknown,,2
FisherKKK,Unknown,,2
FlaHhArroW,Unknown,,1
Flasushi,Unknown,,1
Flechen,Unknown,,1
FleetingEcho,Human,0.795,5
FlorentCLMichel,Human,0.261,10
Foha2001,Unknown,,1
Foide,Unknown,,1
Forger125,Unknown,,1
Fr0z9,Unknown,,1
FrancescoOrrico,Unknown,,1
Frankystew1,Unknown,,1
FredericJacobs,Unknown,,1
FunctionalPerformanceSystems,Unknown,,1
G-Mzy,Unknown,,1
GF-Huang,Human,0.808,22
GR-Menon,Unknown,,1
GaBaioni,Unknown,,1
GaMeRaM,Unknown,,1
Gad,Unknown,,1
Gebreselema-source,Bot,0.201,8
GeonMoo,Human,0.747,8
George-Ogden,Unknown,,1
GeorgePopp,Unknown,,1
GhostOfElectric,Human,0.434,11
GiorgosChr,Unknown,,3
GodStick233,Unknown,,1
Goldmann1995,Unknown,,1
Gr3Kidd3r,Human,0.747,6
Grogros4,Unknown,,1
GuillermoDIrisarri,Unknown,,1
GuotongWu,Unknown,,1
HAOzichang,Unknown,,1
HFC666,Unknown,,3
HaHeho,Unknown,,3
HallStackStudios,Unknown,,1
Hammerous,Unknown,,2
Hao-RWTHAachen,Unknown,,2
Hapsa21,Unknown,,1
HarbingerOfFire,Unknown,,1
Haribo997,Unknown,,1
Harry1993,Unknown,,1
HarryTrumanDorisDay,Unknown,,1
HarshilShah1804,Human,0.854,49
Hastws,Unknown,,1
HauDraufPaul,Bot,0.086,6
Hearthi,Unknown,,1
HeorhiiS,Unknown,,2
HerrZYZ,Unknown,,1
Hezzeki,Unknown,,2
HiIamChaitanya,Unknown,,1
HoBeZwe,Human,0.122,17
HoangTran0410,Unknown,,1
HoweZae,Unknown,,2
HuronExplodium,Unknown,,1
HyeongminKim,Unknown,,1
Hyprnx,Unknown,,4
IDNAHUS,Unknown,,1
IanButterworth,Human,0.796,300
IceblueSakura,Unknown,,1
Idody5583,Unknown,,1
IlGuru,Unknown,,1
IlhamriSKY,Unknown,,2
IlianPihlajamaa,Human,0.921,68
IlyushinSukhoi,Unknown,,1
ImVictorCheng,Unknown,,1
ImanSMD,Unknown,,1
IndieMinimalist,Unknown,,3
Isaacych,Unknown,,1
IsmaelMousa,Unknown,,1
IvaTutis,Unknown,,1
Ivan-Tang-3D,Unknown,,1
IvanArkhipov1999,Unknown,,2
JChew7568,Unknown,,1
JINTA-INOUE,Unknown,,1
JPXIII,Unknown,,1
JPotrykus,Unknown,,2
JXH-666,Unknown,,1
JZL,Unknown,,3
Jaharmi,Unknown,,4
Jai-JAP,Unknown,,1
JakeZw,Human,0.259,23
JamesBonddu,Unknown,,4
JamesCobley,Unknown,,1
JamesWrigley,Human,0.933,194
JameyH,Unknown,,1
JanSkalny,Unknown,,1
JaredSchwartz,Unknown,,2
JasonNero,Unknown,,2
Jeff1933,Unknown,,1
JeffBezanson,Human,0.854,300
JeffreySarnoff,Human,0.834,97
JesterHey,Unknown,,1
JinWayneYang,Unknown,,1
JinkeMa,Unknown,,2
Jinxx36,Unknown,,1
JioCreators,Unknown,,4
Jishnudev-23,Unknown,,1
JoJoTsui,Human,0.575,15
JoanPuig,Bot,0.179,9
JoaoBabadoudou,Unknown,,1
JoeDo,Unknown,,1
JohnClema,Human,0.795,5
JonathanAsamoah,Unknown,,2
JonathanEMillar,Unknown,,1
Jones-18,Unknown,,1
Jonhyfun,Unknown,,1
JordanVera,Unknown,,1
JoshCobra,Unknown,,1
JoshFourie,Human,0.747,6
JosiahParry,Human,0.945,65
JuanJoZP,Unknown,,1
JuergenWiemers,Unknown,,3
JuipoMinutes,Unknown,,1
Julek-Git,Unknown,,2
JuliaRegistrator,Bot,0.885,300
JulienRemy,Unknown,,1
Julifflpxa1assaVick32wphtders,Unknown,,2
Junphy-Jan,Unknown,,1
K30SU,Unknown,,2
KBeDevel,Unknown,,1
KDDYZL,Unknown,,3
KEKweb,Unknown,,1
KIMWOONGJI,Unknown,,1
KInGATiLLa,Unknown,,3
Kabilan108,Unknown,,1
Kaezon,Unknown,,1
KahaoCheung,Unknown,,1
Kai7Uchiha,Unknown,,1
KaiR332,Unknown,,1
Kajrakso,Unknown,,1
KaliBlip,Unknown,,1
Kanch-prog,Unknown,,1
KanimozhiThandapani,Unknown,,2
KazukiKoto,Unknown,,2
KeKsBoTer,Unknown,,1
KeepAndWin,Unknown,,1
Kei-K23,Unknown,,1
Kelvin-ki,Unknown,,1
Keno,Human,0.84,300
Kevin-Xi,Unknown,,2
Kevin-dw,Unknown,,2
Kha611,Unknown,,2
Khalilheyrani6367,Bot,0.483,12
KikiXiang,Unknown,,1
Kim-droid-Boyz,Unknown,,1
KimetsuAndrea,Unknown,,1
Kirieshkaxs,Unknown,,1
Klassikcat,Unknown,,1
KnutHoltet,Unknown,,1
Kolaru,Unknown,,2
Konstantin875-ux,Unknown,,1
KorRyu3,Unknown,,1
KozlAlex,Unknown,,1
Krastanov,Human,0.879,107
Kreavn,Unknown,,1
KristofferC,Human,0.834,300
KronosTheLate,Human,0.702,160
KrzysztofZawisla,Unknown,,3
LAV42,Unknown,,1
LGLG42,Unknown,,1
LIMr1209,Unknown,,2
LTeder,Unknown,,1
LXC19980829,Unknown,,3
Larrikin47,Unknown,,2
Larsluph,Unknown,,1
Lawani-EJ,Unknown,,1
LebedevRI,Human,0.94,186
LebowskiSama,Unknown,,1
Lee-JaeWon,Unknown,,1
LennoxSears,Unknown,,1
Leopc1977,Unknown,,1
LiShengchu,Unknown,,1
LiamRiddell,Unknown,,1
LilithHafner,Human,0.864,300
Lincyaw,Unknown,,2
Linfye,Human,0.744,22
LinjunBao,Unknown,,1
Lizandro97,Unknown,,2
Loading617,Unknown,,2
Locksjan,Unknown,,1
LoicLissens,Unknown,,1
Loose-Gu,Unknown,,1
LotusZhao0521,Unknown,,1
Louissss04,Unknown,,1
LoveGodandkids89Mc,Unknown,,2
Lssyes,Unknown,,2
LuThom25,Unknown,,1
LucaGiudice,Unknown,,2
LucasMaul,Unknown,,1
LuthraShivam,Unknown,,4
LuwdahntrcilleL52i9s1pxhewis,Unknown,,1
Luxthelee,Unknown,,2
MClarke1991,Unknown,,1
MH0386,Unknown,,4
MOzhi327,Unknown,,1
Mackintosh80,Unknown,,1
Mahmoudhpp,Unknown,,1
Maki4748,Unknown,,1
ManavA,Unknown,,1
Manoj-kumar-surabhi,Unknown,,2
MarcMush,Human,0.083,18
MarcRamonMoreno,Unknown,,1
Marcus-M1999,Unknown,,2
Mariam-Siradze,Unknown,,1
MarianMichalovic,Unknown,,2
Marin-Kitagawa,Unknown,,2
MarkvsLoopvs,Unknown,,1
MarognaLorenzo,Unknown,,1
MartinFXP,Unknown,,1
MasonProtter,Human,0.891,300
Master-cai,Unknown,,1
MattImbr,Unknown,,1
Mattabase,Human,0.758,9
Mattrazol,Unknown,,1
Maverick-K2,Unknown,,2
MaxHTu,Unknown,,1
MaxMelching,Unknown,,1
MaximilianRuppert,Unknown,,1
Medsidine,Unknown,,1
MeteorShower2004,Unknown,,1
MglMX,Unknown,,1
MichaelAguadze,Unknown,,1
MiguelR90,Unknown,,4
MilesCranmer,Human,0.937,300
MinsungYoon,Unknown,,1
Mirbah,Unknown,,1
Mmagkooo,Human,0.813,10
Mo-Gul,Human,0.875,10
Moelf,Human,0.819,300
MohMehrnia,Unknown,,2
MohamedAbdelrazek2010,Unknown,,1
Moon0015,Unknown,,1
MorcilloSanz,Unknown,,1
Mordoal,Unknown,,2
MorganTitcher,Unknown,,2
Mr-Array22,Unknown,,1
MrBoriska,Unknown,,1
MrHeer,Unknown,,1
MrOnlineCoder,Unknown,,1
MrPops,Human,0.758,9
Mrbin9646,Unknown,,1
MrinmoiHossain,Unknown,,1
MuXiaoqingxi,Unknown,,1
MuhammadSawalhy,Unknown,,1
Murari007,Unknown,,1
Musch21,Unknown,,2
Mustafa744,Unknown,,1
MysticQuestion,Unknown,,1
N5N3,Human,0.857,300
NHDaly,Human,0.773,300
NWS99,Human,0.028,8
Natmadridb,Unknown,,1
Natniif,Unknown,,1
Natural-selection1,Unknown,,1
Naveen088888,Unknown,,1
NazimHAli,Unknown,,1
Neelam-meena,Unknown,,1
NeonGamerBot-QK,Unknown,,1
NerdyWithZainab,Unknown,,1
Neutrin1,Unknown,,1
NewfolderGames,Unknown,,1
Ni1Desperandum,Unknown,,1
NiNiyas,Unknown,,2
NickCao,Bot,0.287,10
Nicolaus93,Unknown,,1
NiesciorMichal,Human,0.809,8
Nikolaycc,Unknown,,1
NiteOwl77,Unknown,,1
NotHykemDuh,Bot,0.265,6
OKEAMAH,Unknown,,2
Oersta1rdt,Unknown,,1
Officialagency,Unknown,,1
Omni-Engineering,Human,0.705,13
Onula,Unknown,,1
PAXTONHALLYOSHIDA12,Unknown,,1
PTWaade,Unknown,,1
PX-Xu,Unknown,,1
PabloParapar,Unknown,,1
PallHaraldsson,Bot,0.625,300
PapayaMilk,Unknown,,1
ParaN3xus,Unknown,,1
Parzival1918,Unknown,,1
Parzival8851,Unknown,,1
PascalDR,Unknown,,1
Paul-Elvis-Otto,Unknown,,1
Paul-Roux-Phys,Unknown,,1
Paul9615,Unknown,,1
PedroJJimenez,Unknown,,1
Pedrocasss,Unknown,,1
Perro2110,Unknown,,4
Phate334,Human,0.795,5
Phileosopher,Unknown,,1
Physics-ZheLI,Unknown,,2
PicoRagnak,Unknown,,2
Pin410,Unknown,,1
PingchengDong,Unknown,,1
PiotrWolinski,Unknown,,2
PiyushXCoder,Unknown,,1
Pooleyo,Unknown,,1
PooriaT,Unknown,,1
Prabhpuran,Human,0.54,5
PrePLEX23,Unknown,,1
Precola,Unknown,,1
PredictiveManish,Human,0.962,29
PriyanshuChand,Unknown,,1
Priynsh,Human,0.825,41
PursuitOfDataScience,Unknown,,1
QQSSJ,Unknown,,3
QiLetian,Unknown,,2
QuanGuoLanl,Unknown,,1
Quantennetzgraphique,Unknown,,1
QuantumChemist,Human,0.747,8
QuentinWach,Unknown,,4
RAJ-webdev,Unknown,,1
RCSnyder,Unknown,,4
RMANOV,Unknown,,1
Rachit23110261,Human,0.8,13
Radishark,Human,0.631,10
Ravonnn,Unknown,,1
RealHinome,Unknown,,2
Red-Portal,Human,0.679,5
Rehket,Unknown,,1
Resmung0,Unknown,,3
RhizoNymph,Unknown,,3
Richard-Valenz,Unknown,,1
RichardKiisa,Unknown,,1
RichardLitt,Human,0.924,68
Ricky004,Unknown,,1
RiyaChy072,Unknown,,2
Riyasraz,Unknown,,1
RobbesU,Unknown,,1
Robbin1998s,Human,0.614,6
Robert-W-Ward,Unknown,,2
Robotics-jw,Unknown,,2
Roger-luo,Human,0.821,88
Ronit26Mehta,Unknown,,1
RooTender,Unknown,,1
Rothex68,Unknown,,1
Rrr-lab,Unknown,,2
Rucellmai61,Unknown,,3
RussPalms,Unknown,,2
RyuuDragon,Unknown,,1
S1tanshu,Unknown,,1
SBuercklin,Human,0.578,18
SCTCoding,Unknown,,1
SDprogramer,Human,0.894,7
SECRETCODE12,Unknown,,1
SJTheGreat06,Unknown,,1
SRojas28,Unknown,,1
SSARVANAN,Unknown,,1
Sagar-Ramchandani,Human,0.04,6
Sagnac,Human,0.368,5
Sam-MARTis,Unknown,,1
Sam-Vizcaino-Vickers,Unknown,,1
Same6,Unknown,,1
Sammwich,Unknown,,1
SamuelBrand1,Human,0.684,9
SamuelDevdas,Unknown,,3
Santhoshkumar-p,Unknown,,1
Saransh-cpp,Human,0.962,300
SatyrDiamond,Unknown,,1
ScepticalRabbit,Unknown,,3
SchabiDesigns,Unknown,,1
Schwarz-XU,Unknown,,1
ScottDoGu,Unknown,,1
ScripterRayman,Unknown,,1
Seelengrab,Bot,0.509,300
SergeyPriem,Unknown,,1
Shaihammock86,Unknown,,2
Shalom1204,Unknown,,1
ShapeLayer,Unknown,,3
ShashaankS,Unknown,,1
Shawnlau63,Unknown,,1
ShellyXY,Unknown,,1
Sher-ryKarl,Unknown,,1
Shi-Soul,Unknown,,1
Shreya123714,Unknown,,1
Shrutakeerti,Unknown,,2
Shunkei3,Human,0.695,8
Shura1oplot,Unknown,,2
Sibivishnu-S,Unknown,,1
SidhartK,Unknown,,1
Simon-Bertrand,Unknown,,2
SinuxLee,Unknown,,3
Smartpro230,Unknown,,1
SnowballXueQiu,Unknown,,1
Socob,Human,0.937,80
SongZihan,Unknown,,1
Soniya355,Unknown,,1
Sophus-PHLin,Unknown,,3
Sotdo,Human,0.747,6
SpectralVectors,Unknown,,1
SpencerPresley,Unknown,,1
SquarerFive,Unknown,,2
Stark1730v,Unknown,,1
Steake,Unknown,,2
StefanKarpinski,Human,0.82,300
StevenWhitaker,Human,0.81,26
Story5,Unknown,,2
StrayLightNoirot,Unknown,,1
Stubblef,Unknown,,2
SunG206,Unknown,,2
Sunburst6,Unknown,,2
Sundaylawrence,Unknown,,1
Sunjnn,Unknown,,1
Super1Windcloud,Human,0.374,15
SuperMaxine,Unknown,,2
SuperPanda,Unknown,,1
Superoldman96,Unknown,,4
Suro4ek,Unknown,,2
SyouTono242,Unknown,,2
TAIHAN86,Unknown,,1
TCS-mturpin,Unknown,,1
TJ2005,Unknown,,1
Taaitaaiger,Human,0.122,49
TacHawkes,Human,0.524,7
TanvirOnGH,Human,0.551,6
Tbombs,Unknown,,1
Tefx,Unknown,,1
Tends-to-repeat,Unknown,,3
TeslagradGalaxy,Unknown,,2
Tevin-yue,Unknown,,2
TheBreadFarmer,Unknown,,1
TheDivergent,Unknown,,2
TheGrognardling,Unknown,,4
TheMartianObserver,Unknown,,1
TheSirC,Unknown,,1
TheTarren,Bot,0.055,11
TheWeirdDev,Human,0.82,5
ThomasFabula,Human,0.613,9
Thoth87,Unknown,,4
Thuener,Bot,0.857,5
TianzhongSong,Unknown,,1
TidbitSoftware,Unknown,,1
Tieko-tech,Unknown,,1
TillHae,Unknown,,1
Tim5Tang,Unknown,,1
Timotheus1907,Unknown,,3
Titas22,Human,0.368,6
Tlhbobby,Unknown,,1
Tmurder90,Unknown,,1
TomHilder,Human,0.663,12
Tommylee1013,Unknown,,1
Tortar,Human,0.963,216
Tree-Yang,Human,0.397,5
Trunken,Unknown,,1
TsaiLintung,Unknown,,1
Turrix1,Unknown,,1
TylrDn,Unknown,,1
UncleBig,Unknown,,1
UnknownXXX000,Unknown,,2
User235514,Unknown,,1
UyCode,Unknown,,3
VZIKL,Unknown,,3
Vadimbuildercxx,Unknown,,1
VajiraL,Unknown,,3
ValidSolution,Unknown,,1
Valiev-Koyiljon,Unknown,,1
VeryVeryCold,Unknown,,1
Vespart,Unknown,,1
Victor45-hue,Unknown,,1
Viktor879,Unknown,,1
Vincentqyw,Human,0.655,5
Vinproworld,Unknown,,1
ViralBShah,Human,0.823,300
VizuaraAI,Unknown,,1
Vobarkun,Human,0.135,7
Volkopat,Unknown,,2
VuHoaBinh,Unknown,,1
WANGXINYUuu,Unknown,,1
WMmono,Unknown,,3
WYfusion,Unknown,,1
WaelTarabishi,Unknown,,1
WagyuDEV,Human,0.795,5
WalterMadelim,Human,0.731,40
WanGong,Unknown,,1
WangHewei16,Unknown,,1
Wangxuechi,Human,0.932,7
WardDeb,Human,0.437,5
WaterMinding,Unknown,,4
WayneHsuCN,Unknown,,2
WeiXie-NNU,Human,0.734,6
WeiZhenOoooo,Unknown,,1
WestedCrean,Human,0.832,7
WestfalNamur,Unknown,,2
Whitelisted1,Unknown,,1
Whztever,Unknown,,1
Wikcio1618,Unknown,,1
Will-Hendrix,Unknown,,1
Willie169,Human,0.795,5
Wilnox23,Unknown,,1
Wolfhan99,Unknown,,1
WongChen,Unknown,,1
WwAltria,Human,0.773,7
XMTam,Unknown,,2
Xdminsy,Human,0.795,5
XiaoYuOvO,Unknown,,1
XiaoZ259,Unknown,,1
Xithrius,Unknown,,2
Xo1otl,Unknown,,1
Xuanmizhen,Unknown,,1
YSunLIN,Unknown,,1
YUUUCC,Unknown,,4
YY-GAO,Unknown,,1
YangDong0729,Unknown,,1
Yangeok,Unknown,,1
Yanzi-dev,Unknown,,2
YeonwooSung,Unknown,,1
YiLiu6240,Unknown,,1
Yingying2022,Unknown,,1
Yixiao-Zhang,Unknown,,3
YogeshkumarCD,Unknown,,1
Youjack,Unknown,,1
Yrd980,Unknown,,2
YuZhong-Chen,Unknown,,1
Yuntian-Zhang,Unknown,,1
YuvrajSinghGitbub,Unknown,,1
Z-1220,Unknown,,1
ZH-heng,Unknown,,1
ZHANGJUN-OK,Unknown,,3
ZXH109030,Unknown,,1
Zafir547,Unknown,,1
Zahirgeek,Unknown,,1
ZanzyTHEbar,Unknown,,1
ZayaanVertex73,Unknown,,2
Zentrik,Human,0.893,300
ZeroXClem,Unknown,,2
ZhReimu,Unknown,,4
ZhangZipengCUMT,Unknown,,1
ZhenshengLee,Unknown,,2
ZhihengLai,Unknown,,1
ZhuochengZhang98,Unknown,,2
ZigaoWang,Unknown,,2
Zihang-Xu-2002,Unknown,,2
ZiyuZ,Unknown,,1
Zoro528,Unknown,,2
Zranshi,Unknown,,2
Zyvoxi,Unknown,,1
a7amdi,Unknown,,1
aFei-CQUT,Unknown,,1
aGVsbG93b3JsZA,Unknown,,1
aabalke33,Unknown,,1
aadityaverma,Unknown,,1
aapelix,Unknown,,1
aarcex3,Unknown,,1
abarirani,Unknown,,2
abdullahau,Human,0.801,10
abdulmananadataguy,Unknown,,3
abecadel,Unknown,,1
abhishekatirath,Unknown,,1
abhishekkmrbgs,Unknown,,1
abhro,Human,0.199,23
abrahimzaman360,Unknown,,1
aburba,Unknown,,1
acad600,Unknown,,1
actionless,Human,0.313,7
adamsocrat,Unknown,,2
adanalis,Unknown,,2
adienes,Human,0.456,300
adimanea,Unknown,,2
adir1,Unknown,,1
adkkml,Unknown,,1
adknudson,Human,0.794,6
adoleti,Unknown,,1
adrhill,Human,0.717,86
adrian922,Unknown,,1
adrianriveraz,Unknown,,3
aelobdog,Unknown,,2
aentwist,Unknown,,1
aespinoza,Unknown,,3
afonsomm,Human,0.608,8
afrizalhasbi,Unknown,,1
afsk1240,Human,0.624,14
agnikit,Unknown,,2
agungbaruna,Unknown,,1
ahasgw,Unknown,,2
ahmeddwalid,Unknown,,1
ahmedhosssam,Human,0.927,67
ahmeterdem1,Unknown,,2
ahmos01,Unknown,,1
ahoarau,Human,0.747,6
ahonkatu,Unknown,,3
aisk,Unknown,,2
ajhenri,Unknown,,2
ajinkya-k,Human,0.761,57
ajs1998,Unknown,,1
aka863,Human,0.795,5
akannan05,Unknown,,1
akku1139,Unknown,,2
akochepasov,Bot,0.021,8
akyu-cp,Unknown,,1
alaingilbert,Unknown,,1
alanedelman,Human,0.92,31
albertnieto,Unknown,,1
albertomercurio,Human,0.909,98
albinahlback,Human,0.649,12
alcompa,Unknown,,4
aldma,Unknown,,1
aleCombi,Unknown,,1
aleVision,Unknown,,1
alex-orkuma,Unknown,,1
alex-utk,Unknown,,1
alexanderwu,Unknown,,2
alexindo33,Unknown,,1
alexisCode50,Unknown,,3
alexjalonso7777,Unknown,,1
alfredchuanchen,Unknown,,1
alhirzel,Human,0.804,26
ali-eljerrari,Unknown,,1
ali2kan,Unknown,,3
alibustami,Unknown,,1
aliceimb,Unknown,,1
alig146,Unknown,,1
alior101,Human,0.589,5
alitakin,Unknown,,2
almaeder,Unknown,,3
almatsy159,Unknown,,1
aloumakos,Unknown,,2
alvarorichard,Unknown,,2
alvrogd,Unknown,,3
amanguliani,Unknown,,1
amazzl,Unknown,,1
amil-m,Unknown,,1
amitpatra,Unknown,,2
amontoison,Human,0.922,300
anarchy89,Human,0.9,7
ancapdev,Human,0.508,28
anderscui,Human,0.773,8
andfoy,Human,0.877,300
andreasnoack,Human,0.837,159
andreasvarga,Human,0.822,105
andressrg,Unknown,,1
andrewjanssen,Unknown,,1
andrewjradcliffe,Human,0.914,164
andreyz4k,Bot,0.559,6
andyferris,Human,0.526,42
andyluss,Human,0.783,10
andyroberts2,Unknown,,3
anfsity,Unknown,,1
angelamoser1,Unknown,,1
angerrp,Unknown,,1
anilcan-kara,Unknown,,1
anilzeybek,Unknown,,1
anowacki,Human,0.627,21
ansatzX,Human,0.708,9
antimatter96,Unknown,,1
antonio-rojas,Human,0.902,31
apollyon888,Unknown,,2
aposto,Human,0.795,5
aqiuxx,Unknown,,1
aquila626,Unknown,,1
ararslan,Human,0.868,300
arashandishgar,Human,0.044,7
araujoms,Human,0.903,300
aravindh-krishnamoorthy,Human,0.877,300
archermarx,Human,0.94,99
ared469,Human,0.203,6
aredjil,Unknown,,1
aretaon,Unknown,,1
argoneus,Unknown,,1
arlowhite,Unknown,,4
arnaud-ma,Human,0.793,5
arnwas,Unknown,,1
arogozhnikov,Human,0.949,37
art-ignatev,Unknown,,3
artemsolod,Human,0.929,28
